Date,Infl. 12 m,Infl. 12 m suav.,Infl. meses 13-24,Infl. meses 13-24 suav.
20/09/2021,5.1840,4.8546,3.7422,3.6746
21/09/2021,5.1851,4.8298,3.7422,3.6695
22/09/2021,5.2072,4.8104,3.7627,3.6720
23/09/2021,5.2128,4.7897,3.7628,3.6661
24/09/2021,5.3122,4.8327,3.7629,3.6736
27/09/2021,5.3261,4.7527,3.7628,3.6602
28/09/2021,5.3320,4.7311,3.7628,3.6593
29/09/2021,5.3534,4.7086,3.7628,3.6653
30/09/2021,5.3561,4.6809,3.7628,3.6632
01/10/2021,5.3825,4.7238,3.7628,3.6640
04/10/2021,5.3911,4.6412,3.7632,3.6599
05/10/2021,5.4052,4.6107,3.7632,3.6595
06/10/2021,5.4051,4.5756,3.7681,3.6593
07/10/2021,5.4625,4.5494,3.7681,3.6593
08/10/2021,4.5663,4.5584,3.6585,3.5593
11/10/2021,4.6026,4.5748,3.6585,3.8108
13/10/2021,4.6034,4.5617,3.6585,3.8962
14/10/2021,4.6034,4.5535,3.6585,3.7990
15/10/2021,4.6072,4.5479,3.6593,3.6126
18/10/2021,4.6954,4.6015,3.6577,3.5944
19/10/2021,4.6968,4.6030,3.6585,3.6201
20/10/2021,4.6965,4.5946,3.6577,3.5701
21/10/2021,4.7484,4.6244,3.6593,3.5665
22/10/2021,5.1341,4.9049,3.7940,3.7993
25/10/2021,5.1913,4.9282,3.8040,3.7984
26/10/2021,5.2293,4.9904,3.8040,3.7892
27/10/2021,5.3180,5.0145,3.8145,3.7876
28/10/2021,5.3651,5.0670,3.8339,3.7975
29/10/2021,5.5423,5.1237,3.8345,3.7988
01/11/2021,5.5703,5.0954,3.8190,3.7772
03/11/2021,5.5833,5.0719,3.8190,3.7681
04/11/2021,5.5833,5.0518,3.8190,3.7723
05/11/2021,5.6529,5.1087,3.8445,3.7590
08/11/2021,5.6619,5.0744,3.8339,3.7436
09/11/2021,5.6619,5.0611,3.8339,3.7407
10/11/2021,5.0999,5.0936,3.7312,3.6840
11/11/2021,5.1196,5.0989,3.7407,3.8606
12/11/2021,5.3599,5.3034,3.7312,3.7164
16/11/2021,5.3834,5.2912,3.7217,3.6362
17/11/2021,5.4185,5.2858,3.7408,3.7406
18/11/2021,5.5207,5.3227,3.7408,3.7483
19/11/2021,5.7542,5.5586,3.7260,3.7635
22/11/2021,5.8056,5.5267,3.7212,3.6717
23/11/2021,5.8464,5.5258,3.7217,3.6822
24/11/2021,5.8579,5.5139,3.7217,3.7072
25/11/2021,5.8576,5.4922,3.7212,3.7055
26/11/2021,5.8776,5.4785,3.7146,3.6739
29/11/2021,5.8898,5.4209,3.7217,3.6584
30/11/2021,5.8898,5.4012,3.7217,3.6584
01/12/2021,5.8898,5.3788,3.7152,3.6338
02/12/2021,5.9128,5.3688,3.6980,3.5833
03/12/2021,5.9267,5.3578,3.7313,3.6620
06/12/2021,5.9083,5.2964,3.7289,3.6285
07/12/2021,5.8992,5.2717,3.7217,3.6135
08/12/2021,5.9083,5.2595,3.7361,3.6233
09/12/2021,5.9108,5.2390,3.7289,3.6178
10/12/2021,5.2188,5.2140,3.6358,3.6142
13/12/2021,5.2188,5.1953,3.6402,3.6110
14/12/2021,5.2188,5.1894,3.6626,3.6047
15/12/2021,5.2188,5.1835,3.6402,3.5957
16/12/2021,5.2188,5.1777,3.6402,3.5921
17/12/2021,5.2263,5.1641,3.6085,3.5733
20/12/2021,5.2188,5.1375,3.6178,3.5657
21/12/2021,5.2088,5.1318,3.6127,3.5644
22/12/2021,5.1880,5.1201,3.6038,3.5580
23/12/2021,5.1987,5.1284,3.6127,3.5550
24/12/2021,5.1880,5.1116,3.6076,3.5240
27/12/2021,5.1717,5.0970,3.6076,3.4983
28/12/2021,5.1717,5.0898,3.6076,3.4978
29/12/2021,5.1767,5.0876,3.6076,3.4808
30/12/2021,5.1767,5.0820,3.6178,3.4995
31/12/2021,5.1767,5.0746,3.6178,3.4972
03/01/2022,5.1771,5.0574,3.5978,3.4371
04/01/2022,5.1776,5.0543,3.5978,3.3989
05/01/2022,5.1776,5.0488,3.5978,3.3924
06/01/2022,5.1772,5.0446,3.5967,3.3760
07/01/2022,5.1714,5.0424,3.5989,3.3723
